id,t-search,t-entry,e-entry,t-cat,t-syn,t-sample,t-ant,t-def,e-related,t-num,notes
27789,ชนชั้น,ชนชั้น,class,N,,ในประเทศอินเดียยังมีการแบ่งชนชั้นอยู่,,,type; group,ชนชั้น,
27790,ชนชั้นกลาง,ชนชั้นกลาง,middle class,N,,ชนชั้นกลางเป็นชนชั้นที่มีมากที่สุดในสังคม,,,,ชนชั้น,
27791,ชนชั้นต่ำ,ชนชั้นต่ำ,low class,N,,ในประเทศอินเดีย ชนชั้นต่ำจะเป็นที่รังเกียจของชนชั้นอื่นมาก,ชนชั้นสูง,,,ชนชั้น,
27792,ชนชั้นสูง,ชนชั้นสูง,upper class,N,"คนชั้นสูง, ผู้ดี",ศิลปวัตถุ และสิ่งมีค่าต่างๆ มักสะท้อนแต่วิถีชีวิตของชนชั้นสูง,ชนชั้นต่ำ,,aristocracy,ชนชั้น,
27793,เฉ,เฉ,slanting,ADJ,"เบี่ยง, เบี้ยว, เอียง",,ตรง,"เหไป, ไม่ตรงเส้นตรงแนว","leaning; inclined; crooked, oblique; sloping; slanted",,
27794,ฉุยฉาย,ฉุยฉาย,elegantly,ADV,กรีดกราย,,,มีท่าทางกรีดกราย,,,
27795,ชะงอก,ชะงอก,projecting rock,N,,,,หินที่งอกออกไป,overhanging rock,,
27796,ชะง่อน,ชะง่อน,overhanging rock,N,"แง่, ชะง่อนผา",เวลาเรายืนบนชะง่อนผา และมองลงไปข้างล่างเรารู้สึกหวาดกลัวไม่สบายใจ,,หินที่เป็นปุ่มเป็นแง่ยื่นออกมาจากเขา,shelf,,
27797,ชะงัก,ชะงัก,stop short,V,"หยุด, สะดุด",ตำรวจยังต้องชะงักเมื่อเกิดอุบัติเหตุรถชนกันต่อหน้าต่อตา,,หยุดกลางคัน,stop; cease; get stuck; pause; bog down; halt,,
27798,มกุล,มกุล,cluster,N,"กลุ่ม, พะวง",,,,bunch; group,,(บาลี/สันสกฤต)
27799,มคธ,มคธ,Bihar,N,"แคว้นมคธ, พิหาร",พระพุทธเจ้าเสด็จไปยังเบญจคิรีนครหรือนครราชคฤห์ในแคว้นมคธ,,ชื่อแคว้นใหญ่ในอินเดียครั้งพุทธกาล,,แคว้น,(บาลี/สันสกฤต)
27800,มฆา,มฆา,name of a zodiacal constellation,N,"ดาวโคมูตร,  ดาววานร,  ดาวงอนไถ, ดาวงูผู้, ดาวมฆา",,,ดาวฤกษ์ที่ 10 มี 5 ดวง เห็นเป็นรูปโคมูตร วานร หรืองอนไถ,tenth constellation containing 5 stars,,(บาลี/สันสกฤต)
27801,มงกุฎ,มงกุฎ,crown,N,มกุฎ,,,เครื่องสวมพระเศียรโดยเฉพาะพระเจ้าแผ่นดิน มียอดสูง,diadem,องค์,(บาลี/สันสกฤต)
27802,มงกุฎ,มงกุฎ,crown,N,"รัดเกล้า, มกุฎ",เธอได้รับมงกุฎเป็นนางสาวไทยคนปัจจุบัน,,เครื่องสวมศีรษะ มียอดสูง,,มงกุฎ,
27803,มงกุฎ,มงกุฎ,excellent,ADJ,"สูงสุด, ยอดเยี่ยม",,,,superb; supreme; highest,,
27804,มงคล,มงคล,garland,N,,ผู้กว้างขวางในสังคมมักได้รับเชิญให้สวม และถอดมงคลให้คู่บ่าวสาวในพิธีมงคลสมรส,,ด้ายที่ทำเป็นวงสำหรับสวมศีรษะเพื่อเป็นสิริมงคล,,วง,(บาลี/สันสกฤต)
27805,มงคล,มงคล,auspicious,ADJ,สิริมงคล,แม่เชิญท่านเจ้าคุณอาจารย์ให้อยู่ร่วมงานมงคลของข้าพเจ้า,,เกี่ยวกับเหตุที่นำมาซึ่งความเจริญ,favorable; propitious,,(บาลี/สันสกฤต)
27806,มงคล,มงคล,favorable thing,N,สิริมงคล,พระเจิมแป้งกระแจะให้ที่หน้าผากเพื่อเป็นมงคลแก่เด็ก,,เหตุที่นำมาซึ่งความเจริญ,auspicious/propitious thing,,(บาลี/สันสกฤต)
27807,มงคลจักร,มงคลจักร,nuptial good luck thread worn around the bride's and bridegroom's heads,N,มงคลแฝด,ญาติผู้ใหญ่สวมมงคลจักรแก่คู่บ่าวสาวก่อนพิธีหลั่งน้ำพระพุทธมนต์,,ด้ายมงคลแฝดสำหรับบ่าวสาวสวมศีรษะในพิธีรดน้ำ,,คู่,
27808,มงคลแฝด,มงคลแฝด,nuptial good luck thread worn around the bride's and bridegroom's heads,N,มงคลจักร,ประธานในพิธีกำลังจะสวมมงคลแฝดลงบนศีรษะของคู่บ่าวสาว,,ด้ายมงคลแฝดสำหรับบ่าวสาวสวมศีรษะในพิธีรดน้ำ,,คู่,(ปาก)
27809,มงคลวาท,มงคลวาท,blessing,N,"คำให้พร, คำแสดงความยินดี",คู่บ่าวสาวรับมงคลวาทจากญาติผู้ใหญ่,,,congratulation; felicitation,,
27810,มงคลสมรส,มงคลสมรส,wedding,N,"งานแต่งงาน, การสมรส",พิธีรดน้ำสังข์น่าจะถือได้ว่า เป็นหัวใจของการทำพิธีมงคลสมรส,,การแต่งงานอันเป็นมงคล,nuptials; nuptial ceremony; matrimony,,(บาลี/สันสกฤต)
27811,มงคลสมัย,มงคลสมัย,auspicious time,N,,,,คราวอันเป็นมงคล,joyful festival; happy occasion,,
27812,มงคลสูตร,มงคลสูตร,sacred thread which Buddhist monks wear around a holy water vessel,N,,,,ด้ายศักดิ์สิทธิ์ที่ล่ามจากหม้อน้ำมนตร์ในพิธีทำบุญ,,,
27813,มงคลหัตถี,มงคลหัตถี,fabulous elephant,N,,,,ชื่อช้างตระกูล 1 ใน 10 ตระกูล กายสีนิลอัญชัน มีกิริยาท่าทางเดินงดงาม,,เชือก,
27814,มณฑก,มณฑก 1,frog,N,"กบ, มัณฑุก, มณฑุก",,,,,ตัว,(บาลี/สันสกฤต)
27815,มณฑก,มณฑก 2,rifle,N,ปืนมณฑก,,,ปืนเล็กยาวชนิดหนึ่ง,,กระบอก,(โบราณ)
27816,มณฑนะ,มณฑนะ,decoration,N,"การตกแต่ง, การประดับ",,,,ornamentation,,(บาลี/สันสกฤต)
27817,มณฑนะ,มณฑนะ,ornament,N,"เครื่องประดับ, อาภรณ์, เครื่องแต่งกาย",,,,decoration; adornment,,(บาลี/สันสกฤต)
27818,มณเฑียร,มณเฑียร,palace,N,"มนทิร, มนเทียร, มันทิร, วัง, มณฑิร, มันทิราลัย, เรือนหลวง",ทหารเปิดโขลนทวารเข้าไปในพระราชมณเฑียรสถานเพื่อลักทรัพย์สิน,,ที่อยู่ของกษัตริย์,royal house,,"(สันสกฤต), (โบราณ)"
27819,มณีการ,มณีการ,lapidary,N,ช่างเพชรพลอย,,,ช่างเจียระไนเพชรพลอย,gem expert,คน,(สันสกฤต)
27820,มณีพืช,มณีพืช,pomegranate,N,ต้นทับทิม,,,,,ต้น,
27821,มณีรัตน์,มณีรัตน์,gem,N,แก้วมณ,,,,jewel; diamond; precious stone,,(บาลี/สันสกฤต)
27822,มณีศิลา,มณีศิลา,quartz,N,"หินแก้ว, ศิลามณี",,,,jeweled stone,,(ถิ่นเหนือ)
27823,มด,มด,ant,N,,ทารกร้องไห้กรี๊ดเพราะถูกมดกัด,,ชื่อแมลงหลายชนิดในวงศ์ Formicidae ส่วนท้องปล้องที่ 1 หรือปล้องที่ 1 และปล้องที่ 2 ซึ่งติดกับอกคอดกิ่ว ด้านหลังปล้องท้องดังกล่าวมีโหนกสูงขึ้น ซึ่งอาจจะโค้งมนหรือเป็นแผ่นแบน,,ตัว,
27824,มดดำ,มดดำ,black ant,N,,มดดำคาบเพลี้ยแป้งมาปล่อยไว้ที่ต้นสับปะรด และอาศัยกินของเหลวที่เพลี้ยแป้งขับถ่ายออกมา,,ชื่อมดหลายชนิดในวงศ์ Formicidae สีดำเป็นมันตลอดทั้งตัว ยาว 5 - 6 มิลลิเมตร ชอบทำรังอยู่บนต้นไม้โดยเฉพาะตามซอกของต้นไม้และพวกผลไม้ต่างๆ เมื่อถูกจับต้องจะส่งกลิ่นเหม็นฉุนออกมาป้องกันตัว,,ตัว,
27825,มดแดง,มดแดง,red ant,N,มดส้ม,มดแดงชอบทำรังอยู่บนต้นมะม่วง,,ชื่อมดชนิด Oecophylla smaragdina ในวงศ์ Formicidae ลูกรังลำตัวยาวประมาณ 1 เซนติเมตร สีส้มหรือน้ำตาลปนแดงตลอดรวมทั้งหนวดและขา ตาเล็ก สีน้ำตาลแก่ ทำรังอยู่ตามต้นไม้โดยใช้ใบไม้มาห่อกันเข้า กัดให้เกิดแผลทำให้เกิดอาการแสบร้อน,,ตัว,
27826,มดเท็จ,มดเท็จ,lie,V,"โกหก, โป้ปด, ขี้ปด, พูดเท็จ, พูดปด, โกหกตอแหล, โกหกพกลม",ผู้ผลิตไม่ได้มดเท็จเกี่ยวกับผลิตภัณฑ์ของเขา,,พูดไม่จริง,tell a lie,,
27827,มดลูก,มดลูก,uterus,N,,ไข่ที่จะเจริญเป็นทารก จะต้องถูกฝังบริเวณผนังด้านในของมดลูก,,อวัยวะภายใน อันเป็นที่ตั้งครรภ์ของสตรี,womb,มดลูก,
27828,มติมหาชน,มติมหาชน,public opinion,N,มติสาธารณชน,มติมหาชนส่งผลให้เขาได้รับตำแหน่งประธานาธิบดี,,ความคิดเห็นหรือท่าทีของประชาชนกลุ่มใหญ่ที่เห็นพ้องต้องกันในเรื่องใดเรื่องหนึ่ง,,,
27829,มทนะ,มทนะ,cupid,N,กามเทพ,,,,god of Love,,(สันสกฤต)
27830,มทนะ,มทนะ,lust,N,"ความใคร่, ความรัก, ความลุ่มหลง",,,,sexual desire; love; infatuation,,(สันสกฤต)
27831,มธุ,มธุ,honey,N,"น้ำหวาน, น้ำผึ้ง",,,,nectar,,(บาลี/สันสกฤต)
27832,มธุ,มธุ,pleasant,ADJ,น่าพอใจ,,,,satisfactory; delightful,,
27833,มธุกร,มธุกร,bee,N,"แมลงผึ้ง, ผึ้ง, มธุการี",,,ผู้ทำน้ำหวาน,,ตัว,(บาลี/สันสกฤต)
27834,มธุการี,มธุการี,bee,N,"แมลงผึ้ง, ผึ้ง, มธุกร",,,,,ตัว,
27835,มธุตฤณ,มธุตฤณ,sugarcane,N,อ้อย,,,,,,(สันสกฤต)
27836,มธุปายาส,มธุปายาส,rice porridge,N,ข้าวทิพย์,สมัยโบราณ ในฤดูสารทจะมีพิธีกวนข้าวทิพย์หรือมธุปายาส,,ข้าวปายาสเจือน้ำผึ้ง ใช้เป็นของหวานในงานรื่นเริง,"porridge made of boiled rice, sugar and honey",,(บาลี)
27837,ชะงัด,ชะงัด,effectively,ADV,"แน่, ได้จริง",ยาสมุนไพรขนานนี้ใช้ได้ผลชะงัด,,,certainly; surely; efficaciously,,
27838,ชะงาบ,ชะงาบ,opening and closing the mouth,ADV,,คนไข้ชักชะงาบๆ อยู่กับพื้น,,อ้าปากงาบๆ ด้วยอาการชัก,,,
27839,ชะง้ำ,ชะง้ำ,projecting,ADJ,ชะง่อน,,,สูงและยื่นง้ำออกมา,lofty; towering,,
27840,ชะงุ้ม,ชะงุ้ม,towering and overhanging,ADJ,,,,เป็นเพิงงุ้มลงมา,projecting and overhanging,,
27841,ชะเง้อ,ชะเง้อ,crane (one's head),V,"ชะแง้, ชะเง้อชะแง้",ผู้ที่นั่งรถไฟไม่ควรชะเง้อออกไปนอกรถเพราะอาจเกิดอันตรายขึ้นได้,หด,ชูคอเพื่อดู,stretch; raise up (one's head); look up,,
27842,ชะเง้อชะแง้,ชะเง้อชะแง้,crane (one's neck),V,"ชะเง้อ, ชะแง้",,,,raise up (one's head); look up,,
27843,ชะเงื้อม,ชะเงื้อม,towering and overhanging,ADJ,ชะง่อน,,,ยื่นออกจากที่สูง,projecting,,
27844,ชะแง้,ชะแง้,crane (one's head),V,"ชะเง้อ, ชะเง้อชะแง้",นักดาราศาสตร์ชะแง้ดูดวงดาวทุกค่ำคืน เพื่อดูการเปลี่ยนแปลงที่เกิดขึ้น,,เฝ้าคอยด้วยใจจดจ่อ,look up; raise up (one's head),,
27845,ชะโงก,ชะโงก,lean out,V,"ยื่น, โผล่",ผู้ที่เป็นโรคกลัวความสูงไม่ควรที่จะชะโงกมองลงมาจากตึกสูง,หด,ยื่นหน้าหรือส่วนหน้าออกไป,poke (one's head),,
27846,ชะโงกผา,ชะโงกผา,overhanging rock/ cliff,N,ชะง่อนผา,,,หินซึ่งยื่นออกไปจากหน้าผา,projecting rock; shelf,,
27847,ชะช้า,ชะช้า,an exclamation of anger,INT,"ชัดช้า, ชิชะ",ชะช้า! เจ้าคนโอหังอวดดีมาหยามเราได้,,คำที่เปล่งออกมาเมื่อเวลาโกรธหรือไม่ชอบใจเป็นต้น,indicating anger,,
27848,ชะดีชะร้าย,ชะดีชะร้าย,in any case,CONJ,"เผื่อว่า, บางที",ในยามสับสนไม่รู้ว่าใครเป็นคนดี ใครเป็นคนร้าย ชะดีชะร้ายอาจจะมองคนไม่ดีเป็นคนดี,,"ีแสดงถึงความไม่แน่นอน, โดยปกติมักใช้ในลักษณะเหตุการณ์ที่สังหรณ์หรือกริ่งเกรงว่าอาจจะเกิดขึ้นตามที่คาดไว้",perhaps; maybe; anyhow,,
27849,ชะโด,ชะโด,Channa micropeltes,N,ปลาชะโด,,,,a large variety of snakehead mullet,ตัว,
27850,ชะตา,ชะตา,destiny,N,"โชค, เคราะห์, ดวง",ชะตาชีวิตของคนแต่ละคนแตกต่างกันไปตามวันเวลาที่ตกฟาก,,,fortune; horoscope; fate; lot; luck,,
27851,ชะตากรรม,ชะตากรรม,fate,N,"โชคชะตา, เคราะห์กรรม",ครอบครัวของเขาประสบกับชะตากรรมที่ไม่มีใครคาดคิด,,เหตุการณ์หรือเรื่องราวร้ายแรงที่เกิดขึ้นกับบุคคลเป็นต้น,destiny; lot,,
27852,ชะนี,ชะนี,gibbon,N,,ชะนีเป็นสัตว์ป่าจึงไม่ควรนำมาเลี้ยงเป็นสัตว์เลี้ยงในบ้าน,,ชื่อสัตว์เลี้ยงลูกด้วยนมในวงศ์ Hylobatidae แขนยาวมาก ไม่มีหาง ขนยาวนุ่ม เดินตัวตั้งตรงได้ ชอบห้อยโหนอยู่ตามต้นไม้สูงๆ ร้องเสียงดัง เสียงร้องแสดงถึงอาณาเขตของแต่ละคู่ แต่ละชนิดมีเสียงร้องไม่เหมือนกัน กินผลไม้และใบไม้,Hylobates,ตัว,
27853,ชะนีร่ายไม้,ชะนีร่ายไม้,posture of Thai dance,N,,,,ท่าละครท่าหนึ่ง,,,
27854,ชะนุง,ชะนุง,pair of sticks for holding spon fibre,N,,,,ไม้คู่สำหรับขึงเข็ดด้ายให้ตึง เพื่อใช้แปรงหวี,,,
27855,ชะเนาะ,ชะเนาะ,tommy bar,N,,,,,"stick used as a lever for twisting or tightening rope,( ratteen or wire wound around bundles of bamboos)",,
27856,ชะพลู,ชะพลู,Piper sarmentosum Roxb.,N,ช้าพลู,,,ชื่อไม้เถาชนิด Piper sarmentosum Roxb. ในวงศ์ Piperaceae ใบคล้ายพลู กินได้ ต้นและใบมีรสเผ็ด รากและผลใช้ทำยาได้,Piper sarmentosum,ต้น,
27857,ชะมด,ชะมด,Cynogale bennettii,N,,น้ำหอมบางชนิดสกัดมาจากสารที่ได้จากตัวชะมด,,,,ตัว,
27858,ชะมดต้น,ชะมดต้น,Abelmoschus moschatus Medic.,N,ฝ้ายผี,,,ชื่อไม้พุ่มชนิด Abelmoschus moschatus Medic. ในวงศ์ Malvaceae ดอกสีเหลืองตรงกลางสีน้ำตาลเข้ม เมล็ดมีกลิ่นคล้ายกลิ่นชะมดเช็ด ใช้ทำยาได้,,ต้น,
27859,ชะมัด,ชะมัด,extremely,ADV,,ข้อสอบเทอมนี้ยากชะมัด,,, terribly; awfully,,
27860,ชะรอย,ชะรอย,possibly,ADV,"เห็นจะ, เห็นทีจะ, ท่าจะ, บางที",เด็กพูดตอบแล้วก็นิ่งไม่พูดอะไรต่อไปอีก ชะรอยแกจะเป็นเด็กขี้อาย,,,perhaps; probably; maybe,,
27861,ชัก,ชัก 1,draw,V,,เมื่อเห็นเธอทำท่าไม่ยินยอม คนร้ายก็ชักมีดออกมาเพื่อจะขู่,,"ดึงออกมา, ดึงขึ้น",,,
27862,ชะลอ,ชะลอ,slow down/up,V,,ในขณะที่การลงทุนลดลงเพราะอัตราดอกเบี้ยสูง ส่งผลให้เศรษฐกิจชะลอตัวลงอย่างรวดเร็ว,ไว,"ช้าลง, ลดความไวลง",put off; postpone; retard,,
27863,ชะลอ,ชะลอ,retard,V,,การออกกำลังกายในวัยสูงอายุเป็นการออกกำลังกายเพื่อชะลอความชรา,เร่ง,"ทำให้ช้าลง, ทำให้ช้าลงเพื่อรอ",slow down,,
27864,ชะลอม,ชะลอม,round bamboo basket,N,,พ่อเดินทางมาจากต่างจังหวัด หิ้วชะลอมใส่ผลไม้มาฝากผมเยอะแยะ,,เครื่องสานชนิดหนึ่ง สานด้วยตอกเป็นต้น ตาห่างๆ สำหรับใส่สิ่งของ,a kid of bamboo basket,"ใบ, ลูก",
27865,ชะลอรถ,ชะลอรถ,slow up a car,V,,เขาชะลอรถตอนผ่านหน้าบ้าน,,,make a car slower,,
27866,ชะล่า,ชะล่า,be complacent,V,"เหิมใจ, ได้ใจ, กำเริบ",,,,be careless; be negligent; be unattentive,,
27867,ชะล้าง,ชะล้าง,clean,V,"ล้าง, ชำระ, ชำระล้าง, ซักล้าง",วิธีที่สามารถชะล้างคราบสกปรกออกจากเสื้อผ้าได้คือการขยี้ผ้าบริเวณที่มีรอยเปื้อนก่อน,,ทำให้สิ่งที่ติดอยู่หลุดหรือหมดไปด้วยน้ำ,cleanse; wash,,
27868,ชะล่าใจ,ชะล่าใจ,be careless,V,ประมาท,ในการขับรถหากใครชะล่าใจหรือประมาทก็อาจจะได้รับอุบัติเหตุ,,,be complacent; be overconfident,,
27869,ชะลาน,ชะลาน,January rain,N,"ฝนชะลาน, ฝนชะช่อมะม่วง",,,ชื่อหนึ่งของฝนชะช่อมะม่วง,,,
27870,ชะลูด,ชะลูด,erect and tall,ADJ,,บนเวทีประกวดเต็มไปด้วยนางแบบหุ่นชะลูด,,เรียวยาวและสูงขึ้นไป,very tall; tall and slender,,
27871,ชะลูด,ชะลูด,tall,ADV,,ต้นไม้ในป่านี้สูงชะลูด,,,high; very tall and thin,,
27872,ชะแลง,ชะแลง,crowbar,N,,เขาค่อยๆ เลื่อนล้อให้เข้าหาศูนย์กลางของท่อนไม้ โดยใช้ชะแลงเหล็กช่วยงัด,,เครื่องมือชนิดหนึ่ง ทำด้วยท่อนเหล็กมีปลายแบน สำหรับงัดสิ่งของหรือขุดดิน,lever,,
27873,ชะวาก,ชะวาก,enclosure approached by a tortuous entrance,N,,เรือแล่นเข้าไปใกล้ๆ ที่ชะวากปากทะเล,,ช่องที่เวิ้งว้างเข้าไป,,,
27874,ชะวากทะเล,ชะวากทะเล,large and deep beach,N,,ชายฝั่งทะเลของไทยบางช่วงเป็นชะวากทะเล,,ฝั่งทะเลที่เว้าเป็นช่องเข้าไปยังปากแม่น้ำ ซึ่งน้ำจืดไหลมาผสมกับน้ำทะเล,,,
27875,ชะเวิกชะวาก,ชะเวิกชะวาก,large and deep opening,V,,ช่องเขาเป็นเวิ้ง และชะเวิกชะวากเข้าไปลึกมาก,,เปิดกว้างและลึกเข้าไป,large and deep break,,
27876,ฉะอ้อน,ฉะอ้อน,wheedle,V,อ้อน,,,แสดงกิริยาวาจาเพื่อให้เขาเมตตา,cajole; coax,,
27877,ชะอ้อน,ชะอ้อน,slender,ADJ,"กล้องแกล้ง, แน่งน้อย, ฉะอ้อน",,,รูปร่างเล็กบาง,lissome; slim; delicate,,
27878,ชัก,ชัก 1,deduct,V,"หักออก, หัก",นายหน้าขายที่ดินชักค่านายหน้าเอาไว้ร้อยละห้า,,หักออกจากจำนวนเต็ม,draw; take a percentage,,
27879,ชัก,ชัก 1,draw,V,"ดึง, ฉุด, ลาก, รั้ง",รถของพวกเราติดหล่มต้องวานชาวบ้านช่วยมาชักลากขึ้นจากหล่ม,,,pull; tug; drag; haul,,
27880,ชัก,ชัก 1,rather,AUX,"ค่อนข้าง, เกือบ, เริ่ม, ออกจะ",คุยกันไปคุยกันมา หล่อนก็ชักทำท่าว่าจะคล้อยตาม,,,somewhat; a bit; gradually; a little; slightly,,
27881,ชัก,ชัก 1,raise,V,,ทุกๆ เช้าที่นี่จะต้องมีการชักธงชาติขึ้นสู่ยอดเสา,,ดึงสายเชือกเป็นต้นที่ผูกอยู่กับสิ่งใดสิ่งหนึ่งเพื่อให้สิ่งนั้นเคลื่อนไหวไปตามต้องการเช่นชักว่าว ชักรอก,hoist; fly,,
27882,ชัก,ชัก 1,cite,V,ยก,เขาพยายามที่จะชักเหตุผลต่างๆ ยกขึ้นมาอ้างให้เธอเชื่อ,,"นำเอามาอ้าง, ยกเอามาอ้าง",display,,
27883,ชัก,ชัก 2,convulse,V,ชักกระตุก,เด็กที่มีไข้สูงจะชักได้ง่าย,,อาการที่กล้ามเนื้อกระตุกอย่างกะทันหันและรุนแรง มักมีอาการมือเท้าเกร็ง,twitch; be cramped,,
27884,ชักกระบี่สี่ท่า,ชักกระบี่สี่ท่า,posture of Thai dance,N,,,,ท่าละครท่าหนึ่ง,,ท่า,
27885,ชักโครก,ชักโครก,toilet,N,,ห้องน้ำในปัจจุบันมักประกอบด้วยอ่างล้างหน้า อ่างอาบน้ำ หรือที่อาบน้ำ ฝักบัว และชักโครก,,ที่นั่งถ่ายอุจจาระมีที่เปิดน้ำขับล้างได้,water closet,,
27886,ชักเงา,ชักเงา,polish,V,,,,ที่ทำให้เกิดเงา,shine; varnish; burnish; lacquer,,
27887,ชักจะ,ชักจะ,getting,AUX,เริ่ม,นักเรียนถูกตามใจจนชักจะเหลิง,,,beginning to,,
27888,ชักจูง,ชักจูง,induce,V,"ชักนำ, ชักชวน, แนะนำ",สิ่งแวดล้อมในปัจจุบันเป็นสาเหตุหนึ่งที่จะชักจูงเด็กวัยรุ่นไปในทางที่ผิดได้ง่าย,,,persuade;  lead; influence; entice,,
27889,ชักชวน,ชักชวน,persuade,V,ชวน,บริษัทโฆษณาชักชวนลูกค้าด้วยถ้อยคำที่เกินจริง,,,ask; induce; invite,,
27890,ชักช้า,ชักช้า,delay,V,"โอ้เอ้, ล่าช้า",ช้าถ้าหากเขาชักช้าคงจะส่งงานพิมพ์ไม่ทัน,,,be slow; hesitate; tarry,,
27891,ชักช้า,ชักช้า,slowly,ADV,ล่าช้า,หลายคนวิพากษ์วิจารณ์ว่ารัฐบาลทำงานชักช้า,,,sluggishly; unhurriedly,,
27892,ชั้นยศ,ชั้นยศ,rank,N,,จอมพลเป็นชั้นยศสูงสุดของทหาร,,,,ชั้นยศ,
27893,ชั้นยอด,ชั้นยอด,top grade,ADJ,"ชั้นเยี่ยม, ชั้นยอดเยี่ยม, ชั้นเลิศ",นักวิทยาศาสตร์ชั้นยอดจากยุโรปหลั่งไหลเข้ามาทำงานในประเทศสหรัฐอเมริกา,,,leading,,
27894,ชั้นเยี่ยม,ชั้นเยี่ยม,first-class,ADJ,"ชั้นยอด, ชั้นดีเลิศ, ชั้นหนึ่ง, ชั้นนำ",สินค้าชั้นเยี่ยมของเมืองไทยคืออัญมณี,ชั้นเลว,,top-flight; top-notch; excellent; super; superb,,
27895,ชั้นเรียน,ชั้นเรียน,classroom,N,,ครูควรใช้สื่อการสอนรูปแบบต่างๆ ควบคู่กับการบรรยายในชั้นเรียน,,,class,ชั้น,
27896,ชั้นแรก,ชั้นแรก,primary,ADJ,เบื้องต้น,ข้อสันนิษฐานชั้นแรก เป็นข้อสรุปที่ได้จากการสำรวจข้อมูลจากเหตุการณ์,,,preliminary; initial; first,,
27897,ชั้นแรก,ชั้นแรก,firstly,ADV,ขั้นแรก,ชั้นแรก ผู้เข้าแข่งขันรถยนต์ต้องตรวจสภาพของรถให้พร้อม,"ชั้นสุดท้าย, ขั้นสุดท้าย",,at first; at the beginning; initially,,
27898,ชั้นล่าง,ชั้นล่าง,downstairs,N,"พื้นล่าง, ข้างใต้, ข้างล่าง, ชั้นต่ำสุด",ชั้นล่างของหอพักมีร้านอาหาร และร้านขายของชำ,ชั้นบน,,,,
27899,ชั้นเลว,ชั้นเลว,low grade,ADJ,,หินชนิดนี้เป็นหินชั้นเลว ไม่ค่อยมีราคา,,,low rate; poor quality; inferior quality; bad kind,,
27900,ชันษา,ชันษา,age,N,อายุ,มกุฎราชกุมาร บัดนี้มีชันษาได้สิบแปด,,,,"ชันษา, ปี",
27901,ชันษา,ชันษา,age,CLAS,อายุ,ไม่น่าเชื่อว่าพระองค์หญิงจะมีวัยถึง 66 ชันษา,,,,,
27902,ชันสน,ชันสน,dammar,N,,ดนตรีไทยและสากล ต้องอาศัยชันสนเป็นสื่อในการเสียดสี,,ของแข็งลักษณะโปร่งแสงสี คล้ายอำพัน ได้จากการกลั่นยางสน,,,
27903,ชั้นสอง,ชั้นสอง,second class,ADJ,ระดับสอง,นักศึกษาเดินทางไปทัศนาจรด้วยรถไฟชั้นสอง,,,second grade,,
27904,ชั้นสูง,ชั้นสูง,high level,ADJ,,การเข้าสังคมชั้นสูงเป็นความปรารถนาของหญิงสาวหลายคน,ชั้นต่ำ,,high class; higher grade,,
27905,ชันสูตร,ชันสูตร,investigate,V,พิสูจน์,ก่อนจะเขียนข่าว ต้องไปชันสูตรข้อเท็จจริง,,ตรวจสอบเพื่อหาสาเหตุหรือข้อเท็จจริง,verify; identify; prove; examine; inspect,,
27906,ชันสูตรพลิกศพ,ชันสูตรพลิกศพ,perform autopsy,V,,แพทย์ชันสูตรพลิกศพแล้วพบว่า มีการตายมานานกว่า 6 ชั่วโมง,,ตรวจพิสูจน์ศพเพื่อให้ทราบว่าผู้ตายเป็นใคร ตายที่ไหน เมื่อใด และด้วยสาเหตุใด,do postmortem examination; perform postmortem,,(กฎหมาย)
27907,ชั้นหนึ่ง,ชั้นหนึ่ง,first class,ADJ,"ชั้นสูงสุด, ชั้นยอด, ชั้นเยี่ยม",นักธุรกิจส่วนมากจะโดยสารเครื่องบินด้วยห้องโดยสารชั้นหนึ่งเสมอ,,,first grade; top-flight; top-notch,,
27908,ชั้นหนึ่ง,ชั้นหนึ่ง,prime,ADJ,"ดีที่สุด, ดีเยี่ยม, ดียอด, ดีเลิศ",ข้าวชั้นหนึ่งของไทยก็คือข้าวหอมมะลิ,,,first-rate; best,,
27909,ชั้นอนุบาล,ชั้นอนุบาล,kindergarten,N,,ลูกของเธอเรียนชั้นอนุบาล,,,,,
27910,ชัมพูนท,ชัมพูนท,pure gold,N,"ชมพูนท, ชมพูนุท, ชามพูนท",,, ทองคำเนื้อบริสุทธิ์ (ในคัมภีร์ไตรภูมิ กล่าวว่าเกิดใต้ต้นหว้า),,,(บาลี/สันสกฤต)
27911,ชัย,ชัย,victory,N,"ชัยชนะ, การชนะ, ความชนะ",ทีมเจ้าบ้านได้รับชัยในการแข่งขันเบสบอล,,,triumph; win; success,,(บาลี/สันสกฤต)
27912,ชัยชนะ,ชัยชนะ,victory,N,"ชัย, การมีชัยชนะ, ความมีชัย",ในสงครามโลกครั้งที่ 2 ฝ่ายพันธมิตรเป็นฝ่ายที่ได้รับชัยชนะ,พ่ายแพ้,,triumph; win; success,,
27913,ชัยนาท,ชัยนาท,Chai Nat,N,จังหวัดชัยนาท,ทหารเรือ 30 คน เดินทางทางเรือผ่านชัยนาท,,,,,
27914,ชัยภูมิ,ชัยภูมิ,strategically located place,N,,ค่ายทหารตั้งอยู่ในชัยภูมิที่ดี,,"ทำเลที่เหมาะ, พื้นที่มีชัย",strategically favourable position,,(บาลี/สันสกฤต)
